shot_idx,shot_serial,shot_start_time,GlobalLatticeVariables2.UnloadLatticeYPower,GlobalLatticeVariables2.LoadingGradientRadialLoadingField,GlobalLatticeVariables2.DMDModulationOffset,GlobalLatticeVariables2.CleanupBandInsulatorGradientCurrent,GlobalLatticeVariables2.DMDModulationFrequency,LocalVariables.XbarFrequency,GlobalLatticeVariables2.PhysicsSplitXbarInitialPower,GlobalLatticeVariables2.IsNematicLatticeModulation,GlobalLatticeVariables2.IsImageBIFormation,GlobalLatticeVariables2.IsDMDLatticeModulation,GlobalImagingVariables2.SecondSpinBlowShallowLatticeRampDelayTime,GlobalImagingVariables2.FifthSpinBlowOutPulseDetuning,GlobalLatticeVariables2.BandGapMeasurementModulationFrequency,GlobalLatticeVariables2.isImageExpandedCheckerboard,LocalVariables.ScanID5,GlobalLatticeVariables2.LoadingGradientHighBiasEvaporationDimpleFinalPower,LocalVariables.ShotTypeID,GlobalLatticeVariables2.ImagingLatticeFreezeTime,GlobalLatticeVariables2.LoadingGradientNorthwestInitialPower,GlobalLatticeVariables2.LoadingGradientDimpleLoadingPower,GlobalLatticeVariables2.PhysicsSplitRadialLoadingField,GlobalLatticeVariables2.CleanupBandInsulatorDmd1Power,LocalVariables.ImagingBlowOutID,GlobalLatticeVariables2.NematicLatticeModulationXbarPhase,GlobalPulseVariables2.LatticeMicrowaveFrequency,GlobalLatticeVariables2.SecondDMD1RampPower,GlobalImagingVariables2.SecondSpinBlowOutPulsePulseWidth,GlobalLatticeVariables2.LatticeFreezeRampTime,LocalVariables.ScanID4,GlobalLatticeVariables2.NematicLatticeModulationFrequency,LocalVariables.ScanID3,GlobalLatticeVariables2.ReloadLatticeRampTime,GlobalLatticeVariables2.LatticeDMDPreQuenchHoldTime,GlobalLatticeVariables2.UnloadLatticeRampTime,GlobalScienceChamberEvaporationVariables2.AllDipoleEvaporationRedSheetFinalPower,GlobalLatticeVariables2.LatticeFreezeVerticalPower,GlobalImagingVariables2.FourthSpinBlowOutPulseDetuning,GlobalLatticeVariables2.NematicLatticeModulationPreHoldTime,GlobalLatticeVariables2.PhysicsSplitXbarRampTime,GlobalLatticeVariables2.PhysicsSplitFieldRampDelayTime,GlobalLatticeVariables2.LoadWithDmd1RampUpTime,GlobalMotVariables2.MotRepumpExtAmplitudeCompressed,GlobalLatticeVariables2.Dmd1PatternFilename,GlobalLatticeVariables2.LatticeFreezeNorthwestPower,GlobalLatticeVariables2.CleanupBandInsulatorWaitTime,GlobalImagingVariables2.ThirdSpinBlowOutPulseDetuning,GlobalImagingVariables2.SpinBlowOutPulsePulseWidth,GlobalImagingVariables2.SecondSpinBlowShallowLatticeRampWaitTime,LocalVariables.DMDID,GlobalLatticeVariables2.Dmd1ModPattern,GlobalImagingVariables2.SpinBlowNorthwestPower,GlobalLatticeVariables2.Dmd0SecondPatternFilename,GlobalLatticeVariables2.LoadWithDmd0InitialPower,GlobalLatticeVariables2.DMDModulationAmplitude,LocalVariables.DMDID2,LocalVariables.ScanID2,GlobalLatticeVariables2.DMDModulationTime,GlobalLatticeVariables2.NematicLatticeModulationPostHoldTime,GlobalImagingVariables2.SecondSpinBlowOutPulseThreeHalvesExtAmplitude,GlobalLatticeVariables2.LoadingGradientHighBiasEvaporationAccordionFinalPower,GlobalScienceChamberEvaporationVariables2.AccordionCompressionDimplePower,GlobalLatticeVariables2.LoadingGradientLatticeHoldingTime,GlobalLatticeVariables2.CleanupBandInsulatorAccordionPower,GlobalImagingVariables2.SecondSpinBlowOutPulseMagneticField,GlobalLatticeVariables2.LoadingGradientHighBiasEvaporationAccordionInitialPower,GlobalLatticeVariables2.DMDModulationPreHoldTime,GlobalLatticeVariables2.FourthDMD0RampPower,GlobalImagingVariables2.SecondSpinBlowOutPulseOneHalfExtAmplitude,GlobalLatticeVariables2.UnloadLatticeXPower,GlobalLatticeVariables2.PhysicsSplitYInitialPower,GlobalLatticeVariables2.LoadWithDmd1InitialPower,GlobalPulseVariables2.LatticeMicrowaveDuration,GlobalLatticeVariables2.LatticeFreezePhysicsNorthwestPower,GlobalLatticeVariables2.FinalStateGradientCurrent,GlobalLatticeVariables2.CleanupBandInsulatorRampTime,GlobalLatticeVariables2.CleanupBandInsulatorGradientRampTime,GlobalLatticeVariables2.SecondDMD1RampTime,GlobalMotVariables2.MotExtAmplitudeCompressed,GlobalImagingVariables2.SpinBlowOutPulseDetuning,GlobalLatticeVariables2.NematicLatticeModulationTime,GlobalLatticeVariables2.isUnloadReloadBI,GlobalMotVariables2.MotDetuningCompressed,GlobalLatticeVariables2.ThirdDMD1RampPower,GlobalLatticeVariables2.UnloadLatticeDMD1Power,GlobalLatticeVariables2.IsRoundTripReloading,GlobalImagingVariables2.SecondSpinBlowOutPulseDetuning
10,10,2025/10/03 10:36:20,0.007,550.0,0.0,93.0,200.0,773000000.0,0.174746,0,0,0,-1.4999999999999999e-05,620000000.0,100000.0,0,0.0,0.035,10.0,0.02,0.05,0.018000000000000002,590.0,0.0225,0.0,0.0,228200000.0,0.014,9.999999999999999e-06,2.9999999999999997e-05,0.0,200.0,0.0,0.1,0.0,0.01,0.03,0.0,854000000.0,0.0,0.1,0.0,0.005,0.48,b'250924_dmd1_countersink_0.625_0.750_0.8_12.25_1_1.pkl',1.3,0.03,932600000.0,4.9999999999999996e-06,0.0,0.0,0.0,1.5,b'251001_dmd0_iterative_compensation_pinning_8p.pkl',0.032,0.0,0.0,0.875,0.03,0.0,0.0,1.0,0.3,0.0,0.975,500.0,2.5,0.0,0.01125,0.0,0.00025,0.1634945,0.0225,0.001,1.0,10.0,0.2,0.03,0.02,0.78,450000000.0,0.03,0,-6000000.0,0.00268,0.0225,0,300000000.0
11,11,2025/10/03 10:36:36,0.007,550.0,0.0,93.0,200.0,773000000.0,0.174746,0,0,0,-1.4999999999999999e-05,620000000.0,100000.0,0,0.0,0.035,11.0,0.02,0.05,0.018000000000000002,590.0,0.0225,1.0,0.0,83506780.0,0.014,9.999999999999999e-06,2.9999999999999997e-05,0.0,200.0,0.0,0.1,0.0,0.01,0.03,0.0,1010900000.0,0.0,0.1,0.0,0.005,0.48,b'250924_dmd1_countersink_0.625_0.750_0.8_12.25_1_1.pkl',1.3,0.03,1088300000.0,9.999999999999999e-06,0.0,0.0,0.0,1.5,b'251001_dmd0_iterative_compensation_pinning_8p.pkl',0.032,0.0,0.0,0.875,0.03,0.0,0.0,1.0,0.3,0.0,0.975,610.0,2.5,0.0,0.01125,0.7,0.00025,0.1634945,0.0225,0.04,1.0,10.0,0.2,0.03,0.02,0.78,605500000.0,0.03,0,-6000000.0,0.00268,0.0225,0,766000000.0
12,12,2025/10/03 10:36:52,0.007,550.0,0.0,93.0,200.0,773000000.0,0.174746,0,0,0,-1.4999999999999999e-05,620000000.0,100000.0,0,0.0,0.035,12.0,0.02,0.05,0.018000000000000002,590.0,0.0225,0.0,0.0,228200000.0,0.014,9.999999999999999e-06,2.9999999999999997e-05,0.0,200.0,0.0,0.1,0.0,0.01,0.03,0.0,854000000.0,0.0,0.1,0.0,0.005,0.48,b'250924_dmd1_countersink_0.625_0.750_0.8_12.25_1_1.pkl',1.3,0.03,932600000.0,4.9999999999999996e-06,0.0,0.0,0.0,1.5,b'251001_dmd0_iterative_compensation_pinning_10n.pkl',0.032,0.0,0.0,0.875,0.03,0.0,0.0,1.0,0.3,0.0,0.975,500.0,2.5,0.0,0.01125,0.0,0.00025,0.1634945,0.0225,0.001,1.0,10.0,0.2,0.03,0.02,0.78,450000000.0,0.03,0,-6000000.0,0.00268,0.0225,0,300000000.0
13,13,2025/10/03 10:37:08,0.007,550.0,0.0,93.0,200.0,773000000.0,0.174746,0,0,0,-1.4999999999999999e-05,620000000.0,100000.0,0,0.0,0.035,13.0,0.02,0.05,0.018000000000000002,590.0,0.0225,1.0,0.0,83506780.0,0.014,9.999999999999999e-06,2.9999999999999997e-05,0.0,200.0,0.0,0.1,0.0,0.01,0.03,0.0,1010900000.0,0.0,0.1,0.0,0.005,0.48,b'250924_dmd1_countersink_0.625_0.750_0.8_12.25_1_1.pkl',1.3,0.03,1088300000.0,9.999999999999999e-06,0.0,0.0,0.0,1.5,b'251001_dmd0_iterative_compensation_pinning_10n.pkl',0.032,0.0,0.0,0.875,0.03,0.0,0.0,1.0,0.3,0.0,0.975,610.0,2.5,0.0,0.01125,0.7,0.00025,0.1634945,0.0225,0.04,1.0,10.0,0.2,0.03,0.02,0.78,605500000.0,0.03,0,-6000000.0,0.00268,0.0225,0,766000000.0
14,14,2025/10/03 10:37:25,0.007,550.0,0.0,93.0,200.0,773000000.0,0.174746,0,0,0,-1.4999999999999999e-05,620000000.0,100000.0,0,0.0,0.035,14.000000000000002,0.02,0.05,0.018000000000000002,590.0,0.0225,0.0,0.0,228200000.0,0.014,9.999999999999999e-06,2.9999999999999997e-05,0.0,200.0,0.0,0.1,0.0,0.01,0.03,0.0,854000000.0,0.0,0.1,0.0,0.005,0.48,b'250924_dmd1_countersink_0.625_0.750_0.8_12.25_1_1.pkl',1.3,0.03,932600000.0,4.9999999999999996e-06,0.0,0.0,0.0,1.5,b'251001_dmd0_iterative_compensation_pinning_10p.pkl',0.032,0.0,0.0,0.875,0.03,0.0,0.0,1.0,0.3,0.0,0.975,500.0,2.5,0.0,0.01125,0.0,0.00025,0.1634945,0.0225,0.001,1.0,10.0,0.2,0.03,0.02,0.78,450000000.0,0.03,0,-6000000.0,0.00268,0.0225,0,300000000.0
15,15,2025/10/03 10:37:41,0.007,550.0,0.0,93.0,200.0,773000000.0,0.174746,0,0,0,-1.4999999999999999e-05,620000000.0,100000.0,0,0.0,0.035,15.0,0.02,0.05,0.018000000000000002,590.0,0.0225,1.0,0.0,83506780.0,0.014,9.999999999999999e-06,2.9999999999999997e-05,0.0,200.0,0.0,0.1,0.0,0.01,0.03,0.0,1010900000.0,0.0,0.1,0.0,0.005,0.48,b'250924_dmd1_countersink_0.625_0.750_0.8_12.25_1_1.pkl',1.3,0.03,1088300000.0,9.999999999999999e-06,0.0,0.0,0.0,1.5,b'251001_dmd0_iterative_compensation_pinning_10p.pkl',0.032,0.0,0.0,0.875,0.03,0.0,0.0,1.0,0.3,0.0,0.975,610.0,2.5,0.0,0.01125,0.7,0.00025,0.1634945,0.0225,0.04,1.0,10.0,0.2,0.03,0.02,0.78,605500000.0,0.03,0,-6000000.0,0.00268,0.0225,0,766000000.0
16,16,2025/10/03 10:37:58,0.007,550.0,0.0,93.0,200.0,773000000.0,0.174746,0,0,0,-1.4999999999999999e-05,620000000.0,100000.0,0,0.0,0.035,16.0,0.02,0.05,0.018000000000000002,590.0,0.0225,0.0,0.0,228200000.0,0.014,9.999999999999999e-06,2.9999999999999997e-05,0.0,200.0,0.0,0.1,0.0,0.01,0.03,0.0,854000000.0,0.0,0.1,0.0,0.005,0.48,b'250924_dmd1_countersink_0.625_0.750_0.8_12.25_1_1.pkl',1.3,0.03,932600000.0,4.9999999999999996e-06,0.0,0.0,0.0,1.5,b'251001_dmd0_iterative_compensation_pinning_12n.pkl',0.032,0.0,0.0,0.875,0.03,0.0,0.0,1.0,0.3,0.0,0.975,500.0,2.5,0.0,0.01125,0.0,0.00025,0.1634945,0.0225,0.001,1.0,10.0,0.2,0.03,0.02,0.78,450000000.0,0.03,0,-6000000.0,0.00268,0.0225,0,300000000.0
17,17,2025/10/03 10:38:14,0.007,550.0,0.0,93.0,200.0,773000000.0,0.174746,0,0,0,-1.4999999999999999e-05,620000000.0,100000.0,0,0.0,0.035,17.0,0.02,0.05,0.018000000000000002,590.0,0.0225,1.0,0.0,83506780.0,0.014,9.999999999999999e-06,2.9999999999999997e-05,0.0,200.0,0.0,0.1,0.0,0.01,0.03,0.0,1010900000.0,0.0,0.1,0.0,0.005,0.48,b'250924_dmd1_countersink_0.625_0.750_0.8_12.25_1_1.pkl',1.3,0.03,1088300000.0,9.999999999999999e-06,0.0,0.0,0.0,1.5,b'251001_dmd0_iterative_compensation_pinning_12n.pkl',0.032,0.0,0.0,0.875,0.03,0.0,0.0,1.0,0.3,0.0,0.975,610.0,2.5,0.0,0.01125,0.7,0.00025,0.1634945,0.0225,0.04,1.0,10.0,0.2,0.03,0.02,0.78,605500000.0,0.03,0,-6000000.0,0.00268,0.0225,0,766000000.0
18,18,2025/10/03 10:38:30,0.007,550.0,0.0,93.0,200.0,773000000.0,0.174746,0,0,0,-1.4999999999999999e-05,620000000.0,100000.0,0,0.0,0.035,18.0,0.02,0.05,0.018000000000000002,590.0,0.0225,0.0,0.0,228200000.0,0.014,9.999999999999999e-06,2.9999999999999997e-05,0.0,200.0,0.0,0.1,0.0,0.01,0.03,0.0,854000000.0,0.0,0.1,0.0,0.005,0.48,b'250924_dmd1_countersink_0.625_0.750_0.8_12.25_1_1.pkl',1.3,0.03,932600000.0,4.9999999999999996e-06,0.0,0.0,0.0,1.5,b'251001_dmd0_iterative_compensation_pinning_12p.pkl',0.032,0.0,0.0,0.875,0.03,0.0,0.0,1.0,0.3,0.0,0.975,500.0,2.5,0.0,0.01125,0.0,0.00025,0.1634945,0.0225,0.001,1.0,10.0,0.2,0.03,0.02,0.78,450000000.0,0.03,0,-6000000.0,0.00268,0.0225,0,300000000.0
19,19,2025/10/03 10:38:46,0.007,550.0,0.0,93.0,200.0,773000000.0,0.174746,0,0,0,-1.4999999999999999e-05,620000000.0,100000.0,0,0.0,0.035,19.0,0.02,0.05,0.018000000000000002,590.0,0.0225,1.0,0.0,83506780.0,0.014,9.999999999999999e-06,2.9999999999999997e-05,0.0,200.0,0.0,0.1,0.0,0.01,0.03,0.0,1010900000.0,0.0,0.1,0.0,0.005,0.48,b'250924_dmd1_countersink_0.625_0.750_0.8_12.25_1_1.pkl',1.3,0.03,1088300000.0,9.999999999999999e-06,0.0,0.0,0.0,1.5,b'251001_dmd0_iterative_compensation_pinning_12p.pkl',0.032,0.0,0.0,0.875,0.03,0.0,0.0,1.0,0.3,0.0,0.975,610.0,2.5,0.0,0.01125,0.7,0.00025,0.1634945,0.0225,0.04,1.0,10.0,0.2,0.03,0.02,0.78,605500000.0,0.03,0,-6000000.0,0.00268,0.0225,0,766000000.0
20,20,2025/10/03 10:39:03,0.007,550.0,0.0,93.0,200.0,773000000.0,0.174746,0,0,0,-1.4999999999999999e-05,620000000.0,100000.0,0,0.0,0.035,20.0,0.02,0.05,0.018000000000000002,590.0,0.0225,0.0,0.0,228200000.0,0.014,9.999999999999999e-06,2.9999999999999997e-05,0.0,200.0,0.0,0.1,0.0,0.01,0.03,0.0,854000000.0,0.0,0.1,0.0,0.005,0.48,b'250924_dmd1_countersink_0.625_0.750_0.8_12.25_1_1.pkl',1.3,0.03,932600000.0,4.9999999999999996e-06,0.0,0.0,0.0,1.5,b'251001_dmd0_iterative_compensation_pinning_20n.pkl',0.032,0.0,0.0,0.875,0.03,0.0,0.0,1.0,0.3,0.0,0.975,500.0,2.5,0.0,0.01125,0.0,0.00025,0.1634945,0.0225,0.001,1.0,10.0,0.2,0.03,0.02,0.78,450000000.0,0.03,0,-6000000.0,0.00268,0.0225,0,300000000.0
21,21,2025/10/03 10:39:19,0.007,550.0,0.0,93.0,200.0,773000000.0,0.174746,0,0,0,-1.4999999999999999e-05,620000000.0,100000.0,0,0.0,0.035,21.0,0.02,0.05,0.018000000000000002,590.0,0.0225,1.0,0.0,83506780.0,0.014,9.999999999999999e-06,2.9999999999999997e-05,0.0,200.0,0.0,0.1,0.0,0.01,0.03,0.0,1010900000.0,0.0,0.1,0.0,0.005,0.48,b'250924_dmd1_countersink_0.625_0.750_0.8_12.25_1_1.pkl',1.3,0.03,1088300000.0,9.999999999999999e-06,0.0,0.0,0.0,1.5,b'251001_dmd0_iterative_compensation_pinning_20n.pkl',0.032,0.0,0.0,0.875,0.03,0.0,0.0,1.0,0.3,0.0,0.975,610.0,2.5,0.0,0.01125,0.7,0.00025,0.1634945,0.0225,0.04,1.0,10.0,0.2,0.03,0.02,0.78,605500000.0,0.03,0,-6000000.0,0.00268,0.0225,0,766000000.0
22,22,2025/10/03 10:39:36,0.007,550.0,0.0,93.0,200.0,773000000.0,0.174746,0,0,0,-1.4999999999999999e-05,620000000.0,100000.0,0,0.0,0.035,22.0,0.02,0.05,0.018000000000000002,590.0,0.0225,0.0,0.0,228200000.0,0.014,9.999999999999999e-06,2.9999999999999997e-05,0.0,200.0,0.0,0.1,0.0,0.01,0.03,0.0,854000000.0,0.0,0.1,0.0,0.005,0.48,b'250924_dmd1_countersink_0.625_0.750_0.8_12.25_1_1.pkl',1.3,0.03,932600000.0,4.9999999999999996e-06,0.0,0.0,0.0,1.5,b'251001_dmd0_iterative_compensation_pinning_20p.pkl',0.032,0.0,0.0,0.875,0.03,0.0,0.0,1.0,0.3,0.0,0.975,500.0,2.5,0.0,0.01125,0.0,0.00025,0.1634945,0.0225,0.001,1.0,10.0,0.2,0.03,0.02,0.78,450000000.0,0.03,0,-6000000.0,0.00268,0.0225,0,300000000.0
23,23,2025/10/03 10:39:52,0.007,550.0,0.0,93.0,200.0,773000000.0,0.174746,0,0,0,-1.4999999999999999e-05,620000000.0,100000.0,0,0.0,0.035,23.0,0.02,0.05,0.018000000000000002,590.0,0.0225,1.0,0.0,83506780.0,0.014,9.999999999999999e-06,2.9999999999999997e-05,0.0,200.0,0.0,0.1,0.0,0.01,0.03,0.0,1010900000.0,0.0,0.1,0.0,0.005,0.48,b'250924_dmd1_countersink_0.625_0.750_0.8_12.25_1_1.pkl',1.3,0.03,1088300000.0,9.999999999999999e-06,0.0,0.0,0.0,1.5,b'251001_dmd0_iterative_compensation_pinning_20p.pkl',0.032,0.0,0.0,0.875,0.03,0.0,0.0,1.0,0.3,0.0,0.975,610.0,2.5,0.0,0.01125,0.7,0.00025,0.1634945,0.0225,0.04,1.0,10.0,0.2,0.03,0.02,0.78,605500000.0,0.03,0,-6000000.0,0.00268,0.0225,0,766000000.0
24,24,2025/10/03 10:40:09,0.007,550.0,0.0,93.0,200.0,773000000.0,0.174746,0,0,0,-1.4999999999999999e-05,620000000.0,100000.0,0,0.0,0.035,24.0,0.02,0.05,0.018000000000000002,590.0,0.0225,0.0,0.0,228200000.0,0.014,9.999999999999999e-06,2.9999999999999997e-05,0.0,200.0,0.0,0.1,0.0,0.01,0.03,0.0,854000000.0,0.0,0.1,0.0,0.005,0.48,b'250924_dmd1_countersink_0.625_0.750_0.8_12.25_1_1.pkl',1.3,0.03,932600000.0,4.9999999999999996e-06,0.0,0.0,0.0,1.5,b'251001_dmd0_iterative_compensation_pinning_4n.pkl',0.032,0.0,0.0,0.875,0.03,0.0,0.0,1.0,0.3,0.0,0.975,500.0,2.5,0.0,0.01125,0.0,0.00025,0.1634945,0.0225,0.001,1.0,10.0,0.2,0.03,0.02,0.78,450000000.0,0.03,0,-6000000.0,0.00268,0.0225,0,300000000.0
25,25,2025/10/03 10:40:25,0.007,550.0,0.0,93.0,200.0,773000000.0,0.174746,0,0,0,-1.4999999999999999e-05,620000000.0,100000.0,0,0.0,0.035,25.0,0.02,0.05,0.018000000000000002,590.0,0.0225,1.0,0.0,83506780.0,0.014,9.999999999999999e-06,2.9999999999999997e-05,0.0,200.0,0.0,0.1,0.0,0.01,0.03,0.0,1010900000.0,0.0,0.1,0.0,0.005,0.48,b'250924_dmd1_countersink_0.625_0.750_0.8_12.25_1_1.pkl',1.3,0.03,1088300000.0,9.999999999999999e-06,0.0,0.0,0.0,1.5,b'251001_dmd0_iterative_compensation_pinning_4n.pkl',0.032,0.0,0.0,0.875,0.03,0.0,0.0,1.0,0.3,0.0,0.975,610.0,2.5,0.0,0.01125,0.7,0.00025,0.1634945,0.0225,0.04,1.0,10.0,0.2,0.03,0.02,0.78,605500000.0,0.03,0,-6000000.0,0.00268,0.0225,0,766000000.0
26,26,2025/10/03 10:40:41,0.007,550.0,0.0,93.0,200.0,773000000.0,0.174746,0,0,0,-1.4999999999999999e-05,620000000.0,100000.0,0,0.0,0.035,26.0,0.02,0.05,0.018000000000000002,590.0,0.0225,0.0,0.0,228200000.0,0.014,9.999999999999999e-06,2.9999999999999997e-05,0.0,200.0,0.0,0.1,0.0,0.01,0.03,0.0,854000000.0,0.0,0.1,0.0,0.005,0.48,b'250924_dmd1_countersink_0.625_0.750_0.8_12.25_1_1.pkl',1.3,0.03,932600000.0,4.9999999999999996e-06,0.0,0.0,0.0,1.5,b'251001_dmd0_iterative_compensation_pinning_4p.pkl',0.032,0.0,0.0,0.875,0.03,0.0,0.0,1.0,0.3,0.0,0.975,500.0,2.5,0.0,0.01125,0.0,0.00025,0.1634945,0.0225,0.001,1.0,10.0,0.2,0.03,0.02,0.78,450000000.0,0.03,0,-6000000.0,0.00268,0.0225,0,300000000.0
27,27,2025/10/03 10:40:57,0.007,550.0,0.0,93.0,200.0,773000000.0,0.174746,0,0,0,-1.4999999999999999e-05,620000000.0,100000.0,0,0.0,0.035,27.0,0.02,0.05,0.018000000000000002,590.0,0.0225,1.0,0.0,83506780.0,0.014,9.999999999999999e-06,2.9999999999999997e-05,0.0,200.0,0.0,0.1,0.0,0.01,0.03,0.0,1010900000.0,0.0,0.1,0.0,0.005,0.48,b'250924_dmd1_countersink_0.625_0.750_0.8_12.25_1_1.pkl',1.3,0.03,1088300000.0,9.999999999999999e-06,0.0,0.0,0.0,1.5,b'251001_dmd0_iterative_compensation_pinning_4p.pkl',0.032,0.0,0.0,0.875,0.03,0.0,0.0,1.0,0.3,0.0,0.975,610.0,2.5,0.0,0.01125,0.7,0.00025,0.1634945,0.0225,0.04,1.0,10.0,0.2,0.03,0.02,0.78,605500000.0,0.03,0,-6000000.0,0.00268,0.0225,0,766000000.0
28,28,2025/10/03 10:41:14,0.007,550.0,0.0,93.0,200.0,773000000.0,0.174746,0,0,0,-1.4999999999999999e-05,620000000.0,100000.0,0,0.0,0.035,28.000000000000004,0.02,0.05,0.018000000000000002,590.0,0.0225,0.0,0.0,228200000.0,0.014,9.999999999999999e-06,2.9999999999999997e-05,0.0,200.0,0.0,0.1,0.0,0.01,0.03,0.0,854000000.0,0.0,0.1,0.0,0.005,0.48,b'250924_dmd1_countersink_0.625_0.750_0.8_12.25_1_1.pkl',1.3,0.03,932600000.0,4.9999999999999996e-06,0.0,0.0,0.0,1.5,b'251001_dmd0_iterative_compensation_pinning_6n.pkl',0.032,0.0,0.0,0.875,0.03,0.0,0.0,1.0,0.3,0.0,0.975,500.0,2.5,0.0,0.01125,0.0,0.00025,0.1634945,0.0225,0.001,1.0,10.0,0.2,0.03,0.02,0.78,450000000.0,0.03,0,-6000000.0,0.00268,0.0225,0,300000000.0
29,29,2025/10/03 10:41:30,0.007,550.0,0.0,93.0,200.0,773000000.0,0.174746,0,0,0,-1.4999999999999999e-05,620000000.0,100000.0,0,0.0,0.035,28.999999999999996,0.02,0.05,0.018000000000000002,590.0,0.0225,1.0,0.0,83506780.0,0.014,9.999999999999999e-06,2.9999999999999997e-05,0.0,200.0,0.0,0.1,0.0,0.01,0.03,0.0,1010900000.0,0.0,0.1,0.0,0.005,0.48,b'250924_dmd1_countersink_0.625_0.750_0.8_12.25_1_1.pkl',1.3,0.03,1088300000.0,9.999999999999999e-06,0.0,0.0,0.0,1.5,b'251001_dmd0_iterative_compensation_pinning_6n.pkl',0.032,0.0,0.0,0.875,0.03,0.0,0.0,1.0,0.3,0.0,0.975,610.0,2.5,0.0,0.01125,0.7,0.00025,0.1634945,0.0225,0.04,1.0,10.0,0.2,0.03,0.02,0.78,605500000.0,0.03,0,-6000000.0,0.00268,0.0225,0,766000000.0
30,30,2025/10/03 10:41:47,0.007,550.0,0.0,93.0,200.0,773000000.0,0.174746,0,0,0,-1.4999999999999999e-05,620000000.0,100000.0,0,0.0,0.035,30.0,0.02,0.05,0.018000000000000002,590.0,0.0225,0.0,0.0,228200000.0,0.014,9.999999999999999e-06,2.9999999999999997e-05,0.0,200.0,0.0,0.1,0.0,0.01,0.03,0.0,854000000.0,0.0,0.1,0.0,0.005,0.48,b'250924_dmd1_countersink_0.625_0.750_0.8_12.25_1_1.pkl',1.3,0.03,932600000.0,4.9999999999999996e-06,0.0,0.0,0.0,1.5,b'251001_dmd0_iterative_compensation_pinning_6p.pkl',0.032,0.0,0.0,0.875,0.03,0.0,0.0,1.0,0.3,0.0,0.975,500.0,2.5,0.0,0.01125,0.0,0.00025,0.1634945,0.0225,0.001,1.0,10.0,0.2,0.03,0.02,0.78,450000000.0,0.03,0,-6000000.0,0.00268,0.0225,0,300000000.0
31,31,2025/10/03 10:42:03,0.007,550.0,0.0,93.0,200.0,773000000.0,0.174746,0,0,0,-1.4999999999999999e-05,620000000.0,100000.0,0,0.0,0.035,31.0,0.02,0.05,0.018000000000000002,590.0,0.0225,1.0,0.0,83506780.0,0.014,9.999999999999999e-06,2.9999999999999997e-05,0.0,200.0,0.0,0.1,0.0,0.01,0.03,0.0,1010900000.0,0.0,0.1,0.0,0.005,0.48,b'250924_dmd1_countersink_0.625_0.750_0.8_12.25_1_1.pkl',1.3,0.03,1088300000.0,9.999999999999999e-06,0.0,0.0,0.0,1.5,b'251001_dmd0_iterative_compensation_pinning_6p.pkl',0.032,0.0,0.0,0.875,0.03,0.0,0.0,1.0,0.3,0.0,0.975,610.0,2.5,0.0,0.01125,0.7,0.00025,0.1634945,0.0225,0.04,1.0,10.0,0.2,0.03,0.02,0.78,605500000.0,0.03,0,-6000000.0,0.00268,0.0225,0,766000000.0
32,32,2025/10/03 10:42:19,0.007,550.0,0.0,93.0,200.0,773000000.0,0.174746,0,0,0,-1.4999999999999999e-05,620000000.0,100000.0,0,0.0,0.035,32.0,0.02,0.05,0.018000000000000002,590.0,0.0225,0.0,0.0,228200000.0,0.014,9.999999999999999e-06,2.9999999999999997e-05,0.0,200.0,0.0,0.1,0.0,0.01,0.03,0.0,854000000.0,0.0,0.1,0.0,0.005,0.48,b'250924_dmd1_countersink_0.625_0.750_0.8_12.25_1_1.pkl',1.3,0.03,932600000.0,4.9999999999999996e-06,0.0,0.0,0.0,1.5,b'251001_dmd0_iterative_compensation_pinning_8n.pkl',0.032,0.0,0.0,0.875,0.03,0.0,0.0,1.0,0.3,0.0,0.975,500.0,2.5,0.0,0.01125,0.0,0.00025,0.1634945,0.0225,0.001,1.0,10.0,0.2,0.03,0.02,0.78,450000000.0,0.03,0,-6000000.0,0.00268,0.0225,0,300000000.0
33,33,2025/10/03 10:42:36,0.007,550.0,0.0,93.0,200.0,773000000.0,0.174746,0,0,0,-1.4999999999999999e-05,620000000.0,100000.0,0,0.0,0.035,33.0,0.02,0.05,0.018000000000000002,590.0,0.0225,1.0,0.0,83506780.0,0.014,9.999999999999999e-06,2.9999999999999997e-05,0.0,200.0,0.0,0.1,0.0,0.01,0.03,0.0,1010900000.0,0.0,0.1,0.0,0.005,0.48,b'250924_dmd1_countersink_0.625_0.750_0.8_12.25_1_1.pkl',1.3,0.03,1088300000.0,9.999999999999999e-06,0.0,0.0,0.0,1.5,b'251001_dmd0_iterative_compensation_pinning_8n.pkl',0.032,0.0,0.0,0.875,0.03,0.0,0.0,1.0,0.3,0.0,0.975,610.0,2.5,0.0,0.01125,0.7,0.00025,0.1634945,0.0225,0.04,1.0,10.0,0.2,0.03,0.02,0.78,605500000.0,0.03,0,-6000000.0,0.00268,0.0225,0,766000000.0
