shot_idx,shot_serial,shot_start_time,GlobalLatticeVariables2.LoadingGradientRadialLoadingField,GlobalImagingVariables2.SpinBlowOutPulseDetuning,LocalVariables.DMDID,LocalVariables.ScanID4,GlobalScienceChamberEvaporationVariables2.AllDipoleEvaporationRedSheetFinalPower,GlobalImagingVariables2.SecondSpinBlowOutPulsePulseWidth,GlobalLatticeVariables2.LoadingGradientLatticeHoldingTime,GlobalLatticeVariables2.FourthDMD0RampPower,GlobalLatticeVariables2.DMDModulationPreHoldTime,GlobalLatticeVariables2.LoadingGradientHighBiasEvaporationAccordionFinalPower,GlobalLatticeVariables2.isImageExpandedCheckerboard,GlobalPulseVariables2.LatticeMicrowaveDuration,LocalVariables.ScanID3,GlobalLatticeVariables2.LoadWithDmd1InitialPower,GlobalLatticeVariables2.DMDModulationOffset,GlobalLatticeVariables2.ThirdDMD1RampPower,GlobalLatticeVariables2.LatticeFreezeRampTime,GlobalLatticeVariables2.IsNematicLatticeModulation,GlobalLatticeVariables2.ReloadLatticeRampTime,GlobalLatticeVariables2.LoadingGradientHighBiasEvaporationAccordionInitialPower,GlobalLatticeVariables2.NematicLatticeModulationXbarPhase,GlobalLatticeVariables2.PhysicsSplitXbarInitialPower,GlobalLatticeVariables2.PhysicsSplitXbarRampTime,GlobalLatticeVariables2.LatticeFreezeNorthwestPower,LocalVariables.ImagingBlowOutID,GlobalImagingVariables2.ThirdSpinBlowOutPulseDetuning,GlobalMotVariables2.MotDetuningCompressed,GlobalLatticeVariables2.UnloadLatticeRampTime,LocalVariables.DMDID2,GlobalImagingVariables2.SpinBlowOutPulsePulseWidth,GlobalImagingVariables2.SecondSpinBlowOutPulseDetuning,GlobalLatticeVariables2.ImagingLatticeFreezeTime,GlobalImagingVariables2.SecondSpinBlowShallowLatticeRampWaitTime,GlobalLatticeVariables2.DMDModulationFrequency,GlobalImagingVariables2.SecondSpinBlowOutPulseMagneticField,GlobalLatticeVariables2.LatticeFreezePhysicsNorthwestPower,GlobalLatticeVariables2.CleanupBandInsulatorGradientRampTime,GlobalLatticeVariables2.IsRoundTripReloading,GlobalLatticeVariables2.IsDMDLatticeModulation,GlobalLatticeVariables2.NematicLatticeModulationPreHoldTime,GlobalLatticeVariables2.Dmd0SecondPatternFilename,GlobalLatticeVariables2.CleanupBandInsulatorGradientCurrent,GlobalImagingVariables2.SecondSpinBlowOutPulseThreeHalvesExtAmplitude,GlobalLatticeVariables2.UnloadLatticeXPower,GlobalLatticeVariables2.LoadWithDmd0InitialPower,GlobalLatticeVariables2.DMDModulationAmplitude,GlobalLatticeVariables2.LoadWithDmd1RampUpTime,GlobalLatticeVariables2.UnloadLatticeYPower,GlobalImagingVariables2.SecondSpinBlowShallowLatticeRampDelayTime,GlobalLatticeVariables2.IsImageBIFormation,GlobalPulseVariables2.LatticeMicrowaveFrequency,GlobalLatticeVariables2.NematicLatticeModulationPostHoldTime,GlobalLatticeVariables2.LatticeDMDPreQuenchHoldTime,GlobalLatticeVariables2.CleanupBandInsulatorAccordionPower,GlobalLatticeVariables2.BandGapMeasurementModulationFrequency,LocalVariables.XbarFrequency,GlobalLatticeVariables2.CleanupBandInsulatorDmd1Power,GlobalMotVariables2.MotRepumpExtAmplitudeCompressed,GlobalLatticeVariables2.PhysicsSplitFieldRampDelayTime,GlobalLatticeVariables2.FinalStateGradientCurrent,GlobalLatticeVariables2.LoadingGradientNorthwestInitialPower,GlobalLatticeVariables2.PhysicsSplitYInitialPower,LocalVariables.ScanID5,GlobalLatticeVariables2.NematicLatticeModulationTime,GlobalLatticeVariables2.Dmd1PatternFilename,GlobalLatticeVariables2.SecondDMD1RampPower,GlobalLatticeVariables2.UnloadLatticeDMD1Power,GlobalLatticeVariables2.DMDModulationTime,GlobalLatticeVariables2.CleanupBandInsulatorRampTime,GlobalLatticeVariables2.isUnloadReloadBI,GlobalLatticeVariables2.NematicLatticeModulationFrequency,GlobalLatticeVariables2.Dmd1ModPattern,GlobalLatticeVariables2.CleanupBandInsulatorWaitTime,GlobalMotVariables2.MotExtAmplitudeCompressed,GlobalImagingVariables2.SecondSpinBlowOutPulseOneHalfExtAmplitude,GlobalScienceChamberEvaporationVariables2.AccordionCompressionDimplePower,GlobalLatticeVariables2.LoadingGradientDimpleLoadingPower,GlobalLatticeVariables2.PhysicsSplitRadialLoadingField,GlobalLatticeVariables2.LatticeFreezeVerticalPower,GlobalImagingVariables2.FifthSpinBlowOutPulseDetuning,LocalVariables.ScanID2,LocalVariables.ShotTypeID,GlobalLatticeVariables2.SecondDMD1RampTime,GlobalImagingVariables2.FourthSpinBlowOutPulseDetuning,GlobalLatticeVariables2.LoadingGradientHighBiasEvaporationDimpleFinalPower,GlobalImagingVariables2.SpinBlowNorthwestPower
134,134,2025/10/10 07:07:51,550.0,450000000.0,0.0,0.0,0.03,9.999999999999999e-06,0.0,0.01125,0.0,1.0,0,0.001,0.0,0.0225,0.0,0.0044,2.9999999999999997e-05,0,0.1,2.5,0.0,0.174746,0.1,1.3,0.0,932600000.0,-6000000.0,0.01,0.0,4.9999999999999996e-06,300000000.0,0.02,0.0,200.0,500.0,1.0,0.03,0,0,0.0,b'251007_dmd0_iterative_compensation_pinning_10p.pkl',93.0,0.0,0.00025,0.032,0.0,0.005,0.007,-1.4999999999999999e-05,0,228200000.0,0.0,0.0,0.975,100000.0,773000000.0,0.0225,0.48,0.0,10.0,0.05,0.1634945,0.0,0.03,b'250924_dmd1_countersink_0.625_0.750_0.8_12.25_1_1.pkl',0.014,0.0225,0.03,0.2,0,200.0,0.0,0.03,0.78,0.0,0.3,0.018000000000000002,590.0,0.0,620000000.0,0.875,14.0,0.02,854000000.0,0.035,1.5
135,135,2025/10/10 07:08:07,550.0,605500000.0,0.0,0.0,0.03,9.999999999999999e-06,0.0,0.01125,0.0,1.0,0,0.04,0.0,0.0225,0.0,0.0044,2.9999999999999997e-05,0,0.1,2.5,0.0,0.174746,0.1,1.3,1.0,1088300000.0,-6000000.0,0.01,0.0,9.999999999999999e-06,766000000.0,0.02,0.0,200.0,610.0,1.0,0.03,0,0,0.0,b'251007_dmd0_iterative_compensation_pinning_10p.pkl',93.0,0.0,0.00025,0.032,0.0,0.005,0.007,-1.4999999999999999e-05,0,83506780.0,0.0,0.0,0.975,100000.0,773000000.0,0.0225,0.48,0.0,10.0,0.05,0.1634945,0.0,0.03,b'250924_dmd1_countersink_0.625_0.750_0.8_12.25_1_1.pkl',0.014,0.0225,0.03,0.2,0,200.0,0.0,0.03,0.78,0.7,0.3,0.018000000000000002,590.0,0.0,620000000.0,0.875,15.0,0.02,1010900000.0,0.035,1.5
136,136,2025/10/10 07:08:24,550.0,450000000.0,0.0,0.0,0.03,9.999999999999999e-06,0.0,0.01125,0.0,1.0,0,0.001,0.0,0.0225,0.0,0.0044,2.9999999999999997e-05,0,0.1,2.5,0.0,0.174746,0.1,1.3,0.0,932600000.0,-6000000.0,0.01,0.0,4.9999999999999996e-06,300000000.0,0.02,0.0,200.0,500.0,1.0,0.03,0,0,0.0,b'251007_dmd0_iterative_compensation_pinning_12n.pkl',93.0,0.0,0.00025,0.032,0.0,0.005,0.007,-1.4999999999999999e-05,0,228200000.0,0.0,0.0,0.975,100000.0,773000000.0,0.0225,0.48,0.0,10.0,0.05,0.1634945,0.0,0.03,b'250924_dmd1_countersink_0.625_0.750_0.8_12.25_1_1.pkl',0.014,0.0225,0.03,0.2,0,200.0,0.0,0.03,0.78,0.0,0.3,0.018000000000000002,590.0,0.0,620000000.0,0.875,16.0,0.02,854000000.0,0.035,1.5
137,137,2025/10/10 07:08:40,550.0,605500000.0,0.0,0.0,0.03,9.999999999999999e-06,0.0,0.01125,0.0,1.0,0,0.04,0.0,0.0225,0.0,0.0044,2.9999999999999997e-05,0,0.1,2.5,0.0,0.174746,0.1,1.3,1.0,1088300000.0,-6000000.0,0.01,0.0,9.999999999999999e-06,766000000.0,0.02,0.0,200.0,610.0,1.0,0.03,0,0,0.0,b'251007_dmd0_iterative_compensation_pinning_12n.pkl',93.0,0.0,0.00025,0.032,0.0,0.005,0.007,-1.4999999999999999e-05,0,83506780.0,0.0,0.0,0.975,100000.0,773000000.0,0.0225,0.48,0.0,10.0,0.05,0.1634945,0.0,0.03,b'250924_dmd1_countersink_0.625_0.750_0.8_12.25_1_1.pkl',0.014,0.0225,0.03,0.2,0,200.0,0.0,0.03,0.78,0.7,0.3,0.018000000000000002,590.0,0.0,620000000.0,0.875,17.0,0.02,1010900000.0,0.035,1.5
138,138,2025/10/10 07:08:57,550.0,450000000.0,0.0,0.0,0.03,9.999999999999999e-06,0.0,0.01125,0.0,1.0,0,0.001,0.0,0.0225,0.0,0.0044,2.9999999999999997e-05,0,0.1,2.5,0.0,0.174746,0.1,1.3,0.0,932600000.0,-6000000.0,0.01,0.0,4.9999999999999996e-06,300000000.0,0.02,0.0,200.0,500.0,1.0,0.03,0,0,0.0,b'251007_dmd0_iterative_compensation_pinning_12p.pkl',93.0,0.0,0.00025,0.032,0.0,0.005,0.007,-1.4999999999999999e-05,0,228200000.0,0.0,0.0,0.975,100000.0,773000000.0,0.0225,0.48,0.0,10.0,0.05,0.1634945,0.0,0.03,b'250924_dmd1_countersink_0.625_0.750_0.8_12.25_1_1.pkl',0.014,0.0225,0.03,0.2,0,200.0,0.0,0.03,0.78,0.0,0.3,0.018000000000000002,590.0,0.0,620000000.0,0.875,18.0,0.02,854000000.0,0.035,1.5
139,139,2025/10/10 07:09:12,550.0,605500000.0,0.0,0.0,0.03,9.999999999999999e-06,0.0,0.01125,0.0,1.0,0,0.04,0.0,0.0225,0.0,0.0044,2.9999999999999997e-05,0,0.1,2.5,0.0,0.174746,0.1,1.3,1.0,1088300000.0,-6000000.0,0.01,0.0,9.999999999999999e-06,766000000.0,0.02,0.0,200.0,610.0,1.0,0.03,0,0,0.0,b'251007_dmd0_iterative_compensation_pinning_12p.pkl',93.0,0.0,0.00025,0.032,0.0,0.005,0.007,-1.4999999999999999e-05,0,83506780.0,0.0,0.0,0.975,100000.0,773000000.0,0.0225,0.48,0.0,10.0,0.05,0.1634945,0.0,0.03,b'250924_dmd1_countersink_0.625_0.750_0.8_12.25_1_1.pkl',0.014,0.0225,0.03,0.2,0,200.0,0.0,0.03,0.78,0.7,0.3,0.018000000000000002,590.0,0.0,620000000.0,0.875,19.0,0.02,1010900000.0,0.035,1.5
140,140,2025/10/10 07:09:29,550.0,450000000.0,0.0,0.0,0.03,9.999999999999999e-06,0.0,0.01125,0.0,1.0,0,0.001,0.0,0.0225,0.0,0.0044,2.9999999999999997e-05,0,0.1,2.5,0.0,0.174746,0.1,1.3,0.0,932600000.0,-6000000.0,0.01,0.0,4.9999999999999996e-06,300000000.0,0.02,0.0,200.0,500.0,1.0,0.03,0,0,0.0,b'251007_dmd0_iterative_compensation_pinning_16n.pkl',93.0,0.0,0.00025,0.032,0.0,0.005,0.007,-1.4999999999999999e-05,0,228200000.0,0.0,0.0,0.975,100000.0,773000000.0,0.0225,0.48,0.0,10.0,0.05,0.1634945,0.0,0.03,b'250924_dmd1_countersink_0.625_0.750_0.8_12.25_1_1.pkl',0.014,0.0225,0.03,0.2,0,200.0,0.0,0.03,0.78,0.0,0.3,0.018000000000000002,590.0,0.0,620000000.0,0.875,20.0,0.02,854000000.0,0.035,1.5
141,141,2025/10/10 07:09:45,550.0,605500000.0,0.0,0.0,0.03,9.999999999999999e-06,0.0,0.01125,0.0,1.0,0,0.04,0.0,0.0225,0.0,0.0044,2.9999999999999997e-05,0,0.1,2.5,0.0,0.174746,0.1,1.3,1.0,1088300000.0,-6000000.0,0.01,0.0,9.999999999999999e-06,766000000.0,0.02,0.0,200.0,610.0,1.0,0.03,0,0,0.0,b'251007_dmd0_iterative_compensation_pinning_16n.pkl',93.0,0.0,0.00025,0.032,0.0,0.005,0.007,-1.4999999999999999e-05,0,83506780.0,0.0,0.0,0.975,100000.0,773000000.0,0.0225,0.48,0.0,10.0,0.05,0.1634945,0.0,0.03,b'250924_dmd1_countersink_0.625_0.750_0.8_12.25_1_1.pkl',0.014,0.0225,0.03,0.2,0,200.0,0.0,0.03,0.78,0.7,0.3,0.018000000000000002,590.0,0.0,620000000.0,0.875,21.0,0.02,1010900000.0,0.035,1.5
142,142,2025/10/10 07:10:02,550.0,450000000.0,0.0,0.0,0.03,9.999999999999999e-06,0.0,0.01125,0.0,1.0,0,0.001,0.0,0.0225,0.0,0.0044,2.9999999999999997e-05,0,0.1,2.5,0.0,0.174746,0.1,1.3,0.0,932600000.0,-6000000.0,0.01,0.0,4.9999999999999996e-06,300000000.0,0.02,0.0,200.0,500.0,1.0,0.03,0,0,0.0,b'251007_dmd0_iterative_compensation_pinning_16p.pkl',93.0,0.0,0.00025,0.032,0.0,0.005,0.007,-1.4999999999999999e-05,0,228200000.0,0.0,0.0,0.975,100000.0,773000000.0,0.0225,0.48,0.0,10.0,0.05,0.1634945,0.0,0.03,b'250924_dmd1_countersink_0.625_0.750_0.8_12.25_1_1.pkl',0.014,0.0225,0.03,0.2,0,200.0,0.0,0.03,0.78,0.0,0.3,0.018000000000000002,590.0,0.0,620000000.0,0.875,22.0,0.02,854000000.0,0.035,1.5
143,143,2025/10/10 07:10:18,550.0,605500000.0,0.0,0.0,0.03,9.999999999999999e-06,0.0,0.01125,0.0,1.0,0,0.04,0.0,0.0225,0.0,0.0044,2.9999999999999997e-05,0,0.1,2.5,0.0,0.174746,0.1,1.3,1.0,1088300000.0,-6000000.0,0.01,0.0,9.999999999999999e-06,766000000.0,0.02,0.0,200.0,610.0,1.0,0.03,0,0,0.0,b'251007_dmd0_iterative_compensation_pinning_16p.pkl',93.0,0.0,0.00025,0.032,0.0,0.005,0.007,-1.4999999999999999e-05,0,83506780.0,0.0,0.0,0.975,100000.0,773000000.0,0.0225,0.48,0.0,10.0,0.05,0.1634945,0.0,0.03,b'250924_dmd1_countersink_0.625_0.750_0.8_12.25_1_1.pkl',0.014,0.0225,0.03,0.2,0,200.0,0.0,0.03,0.78,0.7,0.3,0.018000000000000002,590.0,0.0,620000000.0,0.875,23.0,0.02,1010900000.0,0.035,1.5
144,144,2025/10/10 07:10:34,550.0,450000000.0,0.0,0.0,0.03,9.999999999999999e-06,0.0,0.01125,0.0,1.0,0,0.001,0.0,0.0225,0.0,0.0044,2.9999999999999997e-05,0,0.1,2.5,0.0,0.174746,0.1,1.3,0.0,932600000.0,-6000000.0,0.01,0.0,4.9999999999999996e-06,300000000.0,0.02,0.0,200.0,500.0,1.0,0.03,0,0,0.0,b'251007_dmd0_iterative_compensation_pinning_20n.pkl',93.0,0.0,0.00025,0.032,0.0,0.005,0.007,-1.4999999999999999e-05,0,228200000.0,0.0,0.0,0.975,100000.0,773000000.0,0.0225,0.48,0.0,10.0,0.05,0.1634945,0.0,0.03,b'250924_dmd1_countersink_0.625_0.750_0.8_12.25_1_1.pkl',0.014,0.0225,0.03,0.2,0,200.0,0.0,0.03,0.78,0.0,0.3,0.018000000000000002,590.0,0.0,620000000.0,0.875,24.0,0.02,854000000.0,0.035,1.5
145,145,2025/10/10 07:10:50,550.0,605500000.0,0.0,0.0,0.03,9.999999999999999e-06,0.0,0.01125,0.0,1.0,0,0.04,0.0,0.0225,0.0,0.0044,2.9999999999999997e-05,0,0.1,2.5,0.0,0.174746,0.1,1.3,1.0,1088300000.0,-6000000.0,0.01,0.0,9.999999999999999e-06,766000000.0,0.02,0.0,200.0,610.0,1.0,0.03,0,0,0.0,b'251007_dmd0_iterative_compensation_pinning_20n.pkl',93.0,0.0,0.00025,0.032,0.0,0.005,0.007,-1.4999999999999999e-05,0,83506780.0,0.0,0.0,0.975,100000.0,773000000.0,0.0225,0.48,0.0,10.0,0.05,0.1634945,0.0,0.03,b'250924_dmd1_countersink_0.625_0.750_0.8_12.25_1_1.pkl',0.014,0.0225,0.03,0.2,0,200.0,0.0,0.03,0.78,0.7,0.3,0.018000000000000002,590.0,0.0,620000000.0,0.875,25.0,0.02,1010900000.0,0.035,1.5
146,146,2025/10/10 07:11:07,550.0,450000000.0,0.0,0.0,0.03,9.999999999999999e-06,0.0,0.01125,0.0,1.0,0,0.001,0.0,0.0225,0.0,0.0044,2.9999999999999997e-05,0,0.1,2.5,0.0,0.174746,0.1,1.3,0.0,932600000.0,-6000000.0,0.01,0.0,4.9999999999999996e-06,300000000.0,0.02,0.0,200.0,500.0,1.0,0.03,0,0,0.0,b'251007_dmd0_iterative_compensation_pinning_20p.pkl',93.0,0.0,0.00025,0.032,0.0,0.005,0.007,-1.4999999999999999e-05,0,228200000.0,0.0,0.0,0.975,100000.0,773000000.0,0.0225,0.48,0.0,10.0,0.05,0.1634945,0.0,0.03,b'250924_dmd1_countersink_0.625_0.750_0.8_12.25_1_1.pkl',0.014,0.0225,0.03,0.2,0,200.0,0.0,0.03,0.78,0.0,0.3,0.018000000000000002,590.0,0.0,620000000.0,0.875,26.0,0.02,854000000.0,0.035,1.5
147,147,2025/10/10 07:11:23,550.0,605500000.0,0.0,0.0,0.03,9.999999999999999e-06,0.0,0.01125,0.0,1.0,0,0.04,0.0,0.0225,0.0,0.0044,2.9999999999999997e-05,0,0.1,2.5,0.0,0.174746,0.1,1.3,1.0,1088300000.0,-6000000.0,0.01,0.0,9.999999999999999e-06,766000000.0,0.02,0.0,200.0,610.0,1.0,0.03,0,0,0.0,b'251007_dmd0_iterative_compensation_pinning_20p.pkl',93.0,0.0,0.00025,0.032,0.0,0.005,0.007,-1.4999999999999999e-05,0,83506780.0,0.0,0.0,0.975,100000.0,773000000.0,0.0225,0.48,0.0,10.0,0.05,0.1634945,0.0,0.03,b'250924_dmd1_countersink_0.625_0.750_0.8_12.25_1_1.pkl',0.014,0.0225,0.03,0.2,0,200.0,0.0,0.03,0.78,0.7,0.3,0.018000000000000002,590.0,0.0,620000000.0,0.875,27.0,0.02,1010900000.0,0.035,1.5
148,148,2025/10/10 07:11:40,550.0,450000000.0,0.0,0.0,0.03,9.999999999999999e-06,0.0,0.01125,0.0,1.0,0,0.001,0.0,0.0225,0.0,0.0044,2.9999999999999997e-05,0,0.1,2.5,0.0,0.174746,0.1,1.3,0.0,932600000.0,-6000000.0,0.01,0.0,4.9999999999999996e-06,300000000.0,0.02,0.0,200.0,500.0,1.0,0.03,0,0,0.0,b'251007_dmd0_iterative_compensation_pinning_4n.pkl',93.0,0.0,0.00025,0.032,0.0,0.005,0.007,-1.4999999999999999e-05,0,228200000.0,0.0,0.0,0.975,100000.0,773000000.0,0.0225,0.48,0.0,10.0,0.05,0.1634945,0.0,0.03,b'250924_dmd1_countersink_0.625_0.750_0.8_12.25_1_1.pkl',0.014,0.0225,0.03,0.2,0,200.0,0.0,0.03,0.78,0.0,0.3,0.018000000000000002,590.0,0.0,620000000.0,0.875,28.0,0.02,854000000.0,0.035,1.5
149,149,2025/10/10 07:11:55,550.0,605500000.0,0.0,0.0,0.03,9.999999999999999e-06,0.0,0.01125,0.0,1.0,0,0.04,0.0,0.0225,0.0,0.0044,2.9999999999999997e-05,0,0.1,2.5,0.0,0.174746,0.1,1.3,1.0,1088300000.0,-6000000.0,0.01,0.0,9.999999999999999e-06,766000000.0,0.02,0.0,200.0,610.0,1.0,0.03,0,0,0.0,b'251007_dmd0_iterative_compensation_pinning_4n.pkl',93.0,0.0,0.00025,0.032,0.0,0.005,0.007,-1.4999999999999999e-05,0,83506780.0,0.0,0.0,0.975,100000.0,773000000.0,0.0225,0.48,0.0,10.0,0.05,0.1634945,0.0,0.03,b'250924_dmd1_countersink_0.625_0.750_0.8_12.25_1_1.pkl',0.014,0.0225,0.03,0.2,0,200.0,0.0,0.03,0.78,0.7,0.3,0.018000000000000002,590.0,0.0,620000000.0,0.875,29.0,0.02,1010900000.0,0.035,1.5
150,150,2025/10/10 07:12:12,550.0,450000000.0,0.0,0.0,0.03,9.999999999999999e-06,0.0,0.01125,0.0,1.0,0,0.001,0.0,0.0225,0.0,0.0044,2.9999999999999997e-05,0,0.1,2.5,0.0,0.174746,0.1,1.3,0.0,932600000.0,-6000000.0,0.01,0.0,4.9999999999999996e-06,300000000.0,0.02,0.0,200.0,500.0,1.0,0.03,0,0,0.0,b'251007_dmd0_iterative_compensation_pinning_4p.pkl',93.0,0.0,0.00025,0.032,0.0,0.005,0.007,-1.4999999999999999e-05,0,228200000.0,0.0,0.0,0.975,100000.0,773000000.0,0.0225,0.48,0.0,10.0,0.05,0.1634945,0.0,0.03,b'250924_dmd1_countersink_0.625_0.750_0.8_12.25_1_1.pkl',0.014,0.0225,0.03,0.2,0,200.0,0.0,0.03,0.78,0.0,0.3,0.018000000000000002,590.0,0.0,620000000.0,0.875,30.0,0.02,854000000.0,0.035,1.5
151,151,2025/10/10 07:12:28,550.0,605500000.0,0.0,0.0,0.03,9.999999999999999e-06,0.0,0.01125,0.0,1.0,0,0.04,0.0,0.0225,0.0,0.0044,2.9999999999999997e-05,0,0.1,2.5,0.0,0.174746,0.1,1.3,1.0,1088300000.0,-6000000.0,0.01,0.0,9.999999999999999e-06,766000000.0,0.02,0.0,200.0,610.0,1.0,0.03,0,0,0.0,b'251007_dmd0_iterative_compensation_pinning_4p.pkl',93.0,0.0,0.00025,0.032,0.0,0.005,0.007,-1.4999999999999999e-05,0,83506780.0,0.0,0.0,0.975,100000.0,773000000.0,0.0225,0.48,0.0,10.0,0.05,0.1634945,0.0,0.03,b'250924_dmd1_countersink_0.625_0.750_0.8_12.25_1_1.pkl',0.014,0.0225,0.03,0.2,0,200.0,0.0,0.03,0.78,0.7,0.3,0.018000000000000002,590.0,0.0,620000000.0,0.875,31.000000000000004,0.02,1010900000.0,0.035,1.5
152,152,2025/10/10 07:12:45,550.0,450000000.0,0.0,0.0,0.03,9.999999999999999e-06,0.0,0.01125,0.0,1.0,0,0.001,0.0,0.0225,0.0,0.0044,2.9999999999999997e-05,0,0.1,2.5,0.0,0.174746,0.1,1.3,0.0,932600000.0,-6000000.0,0.01,0.0,4.9999999999999996e-06,300000000.0,0.02,0.0,200.0,500.0,1.0,0.03,0,0,0.0,b'251007_dmd0_iterative_compensation_pinning_6n.pkl',93.0,0.0,0.00025,0.032,0.0,0.005,0.007,-1.4999999999999999e-05,0,228200000.0,0.0,0.0,0.975,100000.0,773000000.0,0.0225,0.48,0.0,10.0,0.05,0.1634945,0.0,0.03,b'250924_dmd1_countersink_0.625_0.750_0.8_12.25_1_1.pkl',0.014,0.0225,0.03,0.2,0,200.0,0.0,0.03,0.78,0.0,0.3,0.018000000000000002,590.0,0.0,620000000.0,0.875,32.0,0.02,854000000.0,0.035,1.5
153,153,2025/10/10 07:13:01,550.0,605500000.0,0.0,0.0,0.03,9.999999999999999e-06,0.0,0.01125,0.0,1.0,0,0.04,0.0,0.0225,0.0,0.0044,2.9999999999999997e-05,0,0.1,2.5,0.0,0.174746,0.1,1.3,1.0,1088300000.0,-6000000.0,0.01,0.0,9.999999999999999e-06,766000000.0,0.02,0.0,200.0,610.0,1.0,0.03,0,0,0.0,b'251007_dmd0_iterative_compensation_pinning_6n.pkl',93.0,0.0,0.00025,0.032,0.0,0.005,0.007,-1.4999999999999999e-05,0,83506780.0,0.0,0.0,0.975,100000.0,773000000.0,0.0225,0.48,0.0,10.0,0.05,0.1634945,0.0,0.03,b'250924_dmd1_countersink_0.625_0.750_0.8_12.25_1_1.pkl',0.014,0.0225,0.03,0.2,0,200.0,0.0,0.03,0.78,0.7,0.3,0.018000000000000002,590.0,0.0,620000000.0,0.875,33.0,0.02,1010900000.0,0.035,1.5
154,154,2025/10/10 07:13:17,550.0,450000000.0,0.0,0.0,0.03,9.999999999999999e-06,0.0,0.01125,0.0,1.0,0,0.001,0.0,0.0225,0.0,0.0044,2.9999999999999997e-05,0,0.1,2.5,0.0,0.174746,0.1,1.3,0.0,932600000.0,-6000000.0,0.01,0.0,4.9999999999999996e-06,300000000.0,0.02,0.0,200.0,500.0,1.0,0.03,0,0,0.0,b'251007_dmd0_iterative_compensation_pinning_6p.pkl',93.0,0.0,0.00025,0.032,0.0,0.005,0.007,-1.4999999999999999e-05,0,228200000.0,0.0,0.0,0.975,100000.0,773000000.0,0.0225,0.48,0.0,10.0,0.05,0.1634945,0.0,0.03,b'250924_dmd1_countersink_0.625_0.750_0.8_12.25_1_1.pkl',0.014,0.0225,0.03,0.2,0,200.0,0.0,0.03,0.78,0.0,0.3,0.018000000000000002,590.0,0.0,620000000.0,0.875,34.0,0.02,854000000.0,0.035,1.5
155,155,2025/10/10 07:13:33,550.0,605500000.0,0.0,0.0,0.03,9.999999999999999e-06,0.0,0.01125,0.0,1.0,0,0.04,0.0,0.0225,0.0,0.0044,2.9999999999999997e-05,0,0.1,2.5,0.0,0.174746,0.1,1.3,1.0,1088300000.0,-6000000.0,0.01,0.0,9.999999999999999e-06,766000000.0,0.02,0.0,200.0,610.0,1.0,0.03,0,0,0.0,b'251007_dmd0_iterative_compensation_pinning_6p.pkl',93.0,0.0,0.00025,0.032,0.0,0.005,0.007,-1.4999999999999999e-05,0,83506780.0,0.0,0.0,0.975,100000.0,773000000.0,0.0225,0.48,0.0,10.0,0.05,0.1634945,0.0,0.03,b'250924_dmd1_countersink_0.625_0.750_0.8_12.25_1_1.pkl',0.014,0.0225,0.03,0.2,0,200.0,0.0,0.03,0.78,0.7,0.3,0.018000000000000002,590.0,0.0,620000000.0,0.875,35.0,0.02,1010900000.0,0.035,1.5
156,156,2025/10/10 07:13:50,550.0,450000000.0,0.0,0.0,0.03,9.999999999999999e-06,0.0,0.01125,0.0,1.0,0,0.001,0.0,0.0225,0.0,0.0044,2.9999999999999997e-05,0,0.1,2.5,0.0,0.174746,0.1,1.3,0.0,932600000.0,-6000000.0,0.01,0.0,4.9999999999999996e-06,300000000.0,0.02,0.0,200.0,500.0,1.0,0.03,0,0,0.0,b'251007_dmd0_iterative_compensation_pinning_8n.pkl',93.0,0.0,0.00025,0.032,0.0,0.005,0.007,-1.4999999999999999e-05,0,228200000.0,0.0,0.0,0.975,100000.0,773000000.0,0.0225,0.48,0.0,10.0,0.05,0.1634945,0.0,0.03,b'250924_dmd1_countersink_0.625_0.750_0.8_12.25_1_1.pkl',0.014,0.0225,0.03,0.2,0,200.0,0.0,0.03,0.78,0.0,0.3,0.018000000000000002,590.0,0.0,620000000.0,0.875,36.0,0.02,854000000.0,0.035,1.5
157,157,2025/10/10 07:14:06,550.0,605500000.0,0.0,0.0,0.03,9.999999999999999e-06,0.0,0.01125,0.0,1.0,0,0.04,0.0,0.0225,0.0,0.0044,2.9999999999999997e-05,0,0.1,2.5,0.0,0.174746,0.1,1.3,1.0,1088300000.0,-6000000.0,0.01,0.0,9.999999999999999e-06,766000000.0,0.02,0.0,200.0,610.0,1.0,0.03,0,0,0.0,b'251007_dmd0_iterative_compensation_pinning_8n.pkl',93.0,0.0,0.00025,0.032,0.0,0.005,0.007,-1.4999999999999999e-05,0,83506780.0,0.0,0.0,0.975,100000.0,773000000.0,0.0225,0.48,0.0,10.0,0.05,0.1634945,0.0,0.03,b'250924_dmd1_countersink_0.625_0.750_0.8_12.25_1_1.pkl',0.014,0.0225,0.03,0.2,0,200.0,0.0,0.03,0.78,0.7,0.3,0.018000000000000002,590.0,0.0,620000000.0,0.875,37.0,0.02,1010900000.0,0.035,1.5
