shot_idx,shot_serial,shot_start_time,GlobalMotVariables2.MotExtAmplitudeCompressed,GlobalLatticeVariables2.NematicLatticeModulationXbarPhase,GlobalLatticeVariables2.LatticeFreezePhysicsNorthwestPower,GlobalLatticeVariables2.LoadingGradientHighBiasEvaporationDimpleFinalPower,GlobalImagingVariables2.SpinBlowNorthwestPower,LocalVariables.ShotTypeID,LocalVariables.DMDID2,GlobalMotVariables2.MotRepumpExtAmplitudeCompressed,GlobalLatticeVariables2.SecondDMD1RampPower,GlobalLatticeVariables2.Dmd0SecondPatternFilename,GlobalLatticeVariables2.BandGapMeasurementModulationFrequency,GlobalLatticeVariables2.Dmd1PatternFilename,GlobalLatticeVariables2.NematicLatticeModulationFrequency,GlobalImagingVariables2.SpinBlowOutPulsePulseWidth,GlobalLatticeVariables2.FinalStateGradientCurrent,GlobalLatticeVariables2.FourthDMD0RampPower,GlobalLatticeVariables2.LoadWithDmd1InitialPower,GlobalLatticeVariables2.LatticeFreezeNorthwestPower,GlobalLatticeVariables2.CleanupBandInsulatorRampTime,GlobalLatticeVariables2.LoadingGradientNorthwestInitialPower,GlobalImagingVariables2.FourthSpinBlowOutPulseDetuning,GlobalLatticeVariables2.LoadingGradientLatticeHoldingTime,GlobalLatticeVariables2.NematicLatticeModulationPreHoldTime,LocalVariables.ScanID5,GlobalLatticeVariables2.ThirdDMD1RampPower,GlobalImagingVariables2.SecondSpinBlowOutPulseOneHalfExtAmplitude,GlobalLatticeVariables2.LoadingGradientDimpleLoadingPower,GlobalLatticeVariables2.LoadingGradientHighBiasEvaporationAccordionInitialPower,GlobalLatticeVariables2.NematicLatticeModulationTime,GlobalImagingVariables2.SecondSpinBlowOutPulseThreeHalvesExtAmplitude,GlobalLatticeVariables2.CleanupBandInsulatorAccordionPower,GlobalImagingVariables2.ThirdSpinBlowOutPulseDetuning,GlobalLatticeVariables2.NematicLatticeModulationPostHoldTime,GlobalImagingVariables2.SpinBlowOutPulseDetuning,GlobalPulseVariables2.LatticeMicrowaveFrequency,GlobalScienceChamberEvaporationVariables2.AccordionCompressionDimplePower,GlobalImagingVariables2.SecondSpinBlowShallowLatticeRampWaitTime,GlobalImagingVariables2.SecondSpinBlowShallowLatticeRampDelayTime,GlobalLatticeVariables2.LatticeDMDPreQuenchHoldTime,LocalVariables.ScanID4,GlobalImagingVariables2.SecondSpinBlowOutPulseMagneticField,GlobalImagingVariables2.SecondSpinBlowOutPulseDetuning,LocalVariables.XbarFrequency,GlobalLatticeVariables2.PhysicsSplitXbarRampTime,GlobalLatticeVariables2.PhysicsSplitRadialLoadingField,GlobalImagingVariables2.SecondSpinBlowOutPulsePulseWidth,GlobalLatticeVariables2.LatticeFreezeRampTime,GlobalLatticeVariables2.UnloadLatticeDMD1Power,GlobalLatticeVariables2.CleanupBandInsulatorGradientRampTime,GlobalPulseVariables2.LatticeMicrowaveDuration,GlobalLatticeVariables2.SecondDMD1RampTime,GlobalLatticeVariables2.LatticeFreezeVerticalPower,GlobalLatticeVariables2.LoadWithDmd0InitialPower,GlobalLatticeVariables2.isUnloadReloadBI,LocalVariables.ImagingBlowOutID,GlobalLatticeVariables2.CleanupBandInsulatorGradientCurrent,GlobalLatticeVariables2.LoadWithDmd1RampUpTime,LocalVariables.DMDID,GlobalLatticeVariables2.ImagingLatticeFreezeTime,GlobalMotVariables2.MotDetuningCompressed,GlobalScienceChamberEvaporationVariables2.AllDipoleEvaporationRedSheetFinalPower,GlobalLatticeVariables2.LoadingGradientRadialLoadingField,GlobalLatticeVariables2.LoadingGradientHighBiasEvaporationAccordionFinalPower,GlobalLatticeVariables2.PhysicsSplitXbarInitialPower,GlobalLatticeVariables2.PhysicsSplitYInitialPower,GlobalLatticeVariables2.IsNematicLatticeModulation,GlobalImagingVariables2.FifthSpinBlowOutPulseDetuning,GlobalLatticeVariables2.CleanupBandInsulatorDmd1Power
351,351,2025/06/11 13:48:03,0.78,0.0,1.0,0.033,1.5,36.0,0.0,0.48,0.009000000000000001,b'250610_dmd0_dense_compensation_pinning_0.48_1.0_8_30k.pkl',100000.0,b'250610_dmd1_countersink_0.625_0.750_12_15k.pkl',200.0,4.9999999999999996e-06,10.0,0.009380000000000001,0.0125,1.3,0.2,0.05,854000000.0,0.0,0.0,0.0,0.0022,0.0,0.018000000000000002,2.5,0.03,0.0,0.975,932600000.0,0.0,450000000.0,228200000.0,0.3,0.0,-1.4999999999999999e-05,0.0,0.0,500.0,300000000.0,773000000.0,0.1,590.0,9.999999999999999e-06,2.9999999999999997e-05,0.0125,0.03,0.001,0.02,0.0,0.029,0,0.0,93.0,0.005,0.0,0.02,-6000000.0,0.022,550.0,1.0,0.174746,0.1634945,0,620000000.0,0.0125
352,352,2025/06/11 13:48:21,0.78,0.0,1.0,0.033,1.5,37.0,0.0,0.48,0.009000000000000001,b'250610_dmd0_dense_compensation_pinning_0.48_1.0_8_30k.pkl',100000.0,b'250610_dmd1_countersink_0.625_0.750_12_15k.pkl',200.0,4.9999999999999996e-06,10.0,0.009380000000000001,0.0125,1.3,0.2,0.05,854000000.0,0.0,0.0,0.0,0.0022,0.7,0.018000000000000002,2.5,0.03,0.0,0.975,932600000.0,0.0,450000000.0,228200000.0,0.3,0.0,-1.4999999999999999e-05,0.0,0.0,500.0,527000000.0,773000000.0,0.1,590.0,9.999999999999999e-06,2.9999999999999997e-05,0.0125,0.03,0.001,0.02,0.0,0.029,0,2.0,93.0,0.005,0.0,0.02,-6000000.0,0.022,550.0,1.0,0.174746,0.1634945,0,620000000.0,0.0125
353,353,2025/06/11 13:48:38,0.78,0.0,1.0,0.033,1.5,38.0,0.0,0.48,0.009000000000000001,b'250610_dmd0_dense_compensation_pinning_0.48_1.0_8_30k.pkl',100000.0,b'250610_dmd1_countersink_0.625_0.750_12_15k.pkl',200.0,4.9999999999999996e-06,10.0,0.009380000000000001,0.0125,1.3,0.2,0.05,854000000.0,0.0,0.0,0.0,0.0022,0.7,0.018000000000000002,2.5,0.03,0.0,0.975,932600000.0,0.0,450000000.0,228200000.0,0.3,0.0,-1.4999999999999999e-05,0.0,0.0,500.0,450000000.0,773000000.0,0.1,590.0,9.999999999999999e-06,2.9999999999999997e-05,0.0125,0.03,0.001,0.02,0.0,0.029,0,1.0,93.0,0.005,0.0,0.02,-6000000.0,0.022,550.0,1.0,0.174746,0.1634945,0,620000000.0,0.0125
354,354,2025/06/11 13:48:56,0.78,0.0,1.0,0.033,1.5,39.0,0.0,0.48,0.009000000000000001,b'250610_dmd0_dense_compensation_pinning_0.48_1.0_8_30k.pkl',100000.0,b'250610_dmd1_countersink_0.625_0.750_12_15k.pkl',200.0,4.9999999999999996e-06,10.0,0.009380000000000001,0.0125,1.3,0.2,0.05,854000000.0,0.0,0.0,0.0,0.0022,0.7,0.018000000000000002,2.5,0.03,0.0,0.975,932600000.0,0.0,450000000.0,228200000.0,0.3,0.0,-1.4999999999999999e-05,0.0,0.0,500.0,527000000.0,773000000.0,0.1,590.0,9.999999999999999e-06,2.9999999999999997e-05,0.0125,0.03,0.001,0.02,0.0,0.029,0,2.0,93.0,0.005,0.0,0.02,-6000000.0,0.022,550.0,1.0,0.174746,0.1634945,0,620000000.0,0.0125
355,355,2025/06/11 13:49:13,0.78,0.0,1.0,0.033,1.5,40.0,0.0,0.48,0.009000000000000001,b'250610_dmd0_dense_compensation_pinning_0.48_1.0_8_30k.pkl',100000.0,b'250610_dmd1_countersink_0.625_0.750_12_15k.pkl',200.0,4.9999999999999996e-06,10.0,0.009380000000000001,0.0125,1.3,0.2,0.05,854000000.0,0.0,0.0,0.0,0.0022,0.7,0.018000000000000002,2.5,0.03,0.0,0.975,932600000.0,0.0,450000000.0,228200000.0,0.3,0.0,-1.4999999999999999e-05,0.0,0.0,500.0,450000000.0,773000000.0,0.1,590.0,9.999999999999999e-06,2.9999999999999997e-05,0.0125,0.03,0.001,0.02,0.0,0.029,0,1.0,93.0,0.005,0.0,0.02,-6000000.0,0.022,550.0,1.0,0.174746,0.1634945,0,620000000.0,0.0125
356,356,2025/06/11 13:49:30,0.78,0.0,1.0,0.033,1.5,41.0,0.0,0.48,0.009000000000000001,b'250610_dmd0_dense_compensation_pinning_0.48_1.0_8_30k.pkl',100000.0,b'250610_dmd1_countersink_0.625_0.750_12_15k.pkl',200.0,4.9999999999999996e-06,10.0,0.009380000000000001,0.0125,1.3,0.2,0.05,854000000.0,0.0,0.0,0.0,0.0022,0.7,0.018000000000000002,2.5,0.03,0.0,0.975,932600000.0,0.0,450000000.0,228200000.0,0.3,0.0,-1.4999999999999999e-05,0.0,0.0,500.0,527000000.0,773000000.0,0.1,590.0,9.999999999999999e-06,2.9999999999999997e-05,0.0125,0.03,0.001,0.02,0.0,0.029,0,2.0,93.0,0.005,0.0,0.02,-6000000.0,0.022,550.0,1.0,0.174746,0.1634945,0,620000000.0,0.0125
357,357,2025/06/11 13:49:47,0.78,0.0,1.0,0.033,1.5,42.0,0.0,0.48,0.009000000000000001,b'250610_dmd0_dense_compensation_pinning_0.48_1.0_8_30k.pkl',100000.0,b'250610_dmd1_countersink_0.625_0.750_12_15k.pkl',200.0,4.9999999999999996e-06,10.0,0.009380000000000001,0.0125,1.3,0.2,0.05,854000000.0,0.0,0.0,0.0,0.0022,0.7,0.018000000000000002,2.5,0.03,0.0,0.975,932600000.0,0.0,450000000.0,228200000.0,0.3,0.0,-1.4999999999999999e-05,0.0,0.0,500.0,450000000.0,773000000.0,0.1,590.0,9.999999999999999e-06,2.9999999999999997e-05,0.0125,0.03,0.001,0.02,0.0,0.029,0,1.0,93.0,0.005,0.0,0.02,-6000000.0,0.022,550.0,1.0,0.174746,0.1634945,0,620000000.0,0.0125
358,358,2025/06/11 13:50:04,0.78,0.0,1.0,0.033,1.5,43.0,0.0,0.48,0.009000000000000001,b'250610_dmd0_dense_compensation_pinning_0.48_1.0_8_30k.pkl',100000.0,b'250610_dmd1_countersink_0.625_0.750_12_15k.pkl',200.0,4.9999999999999996e-06,10.0,0.009380000000000001,0.0125,1.3,0.2,0.05,854000000.0,0.0,0.0,0.0,0.0022,0.7,0.018000000000000002,2.5,0.03,0.0,0.975,932600000.0,0.0,450000000.0,228200000.0,0.3,0.0,-1.4999999999999999e-05,0.0,0.0,500.0,527000000.0,773000000.0,0.1,590.0,9.999999999999999e-06,2.9999999999999997e-05,0.0125,0.03,0.001,0.02,0.0,0.029,0,2.0,93.0,0.005,0.0,0.02,-6000000.0,0.022,550.0,1.0,0.174746,0.1634945,0,620000000.0,0.0125
359,359,2025/06/11 13:50:21,0.78,0.0,1.0,0.033,1.5,44.0,0.0,0.48,0.009000000000000001,b'250610_dmd0_dense_compensation_pinning_0.48_1.0_8_30k.pkl',100000.0,b'250610_dmd1_countersink_0.625_0.750_12_15k.pkl',200.0,4.9999999999999996e-06,10.0,0.009380000000000001,0.0125,1.3,0.2,0.05,854000000.0,0.0,0.0,0.0,0.0022,0.7,0.018000000000000002,2.5,0.03,0.0,0.975,932600000.0,0.0,450000000.0,228200000.0,0.3,0.0,-1.4999999999999999e-05,0.0,0.0,500.0,450000000.0,773000000.0,0.1,590.0,9.999999999999999e-06,2.9999999999999997e-05,0.0125,0.03,0.001,0.02,0.0,0.029,0,1.0,93.0,0.005,0.0,0.02,-6000000.0,0.022,550.0,1.0,0.174746,0.1634945,0,620000000.0,0.0125
360,360,2025/06/11 13:50:38,0.78,0.0,1.0,0.033,1.5,45.0,0.0,0.48,0.009000000000000001,b'250610_dmd0_dense_compensation_pinning_0.48_1.0_8_30k.pkl',100000.0,b'250610_dmd1_countersink_0.625_0.750_12_15k.pkl',200.0,4.9999999999999996e-06,10.0,0.009380000000000001,0.0125,1.3,0.2,0.05,854000000.0,0.0,0.0,0.0,0.0024,0.0,0.018000000000000002,2.5,0.03,0.0,0.975,932600000.0,0.0,450000000.0,228200000.0,0.3,0.0,-1.4999999999999999e-05,0.0,0.0,500.0,300000000.0,773000000.0,0.1,590.0,9.999999999999999e-06,2.9999999999999997e-05,0.0125,0.03,0.001,0.02,0.0,0.029,0,0.0,93.0,0.005,0.0,0.02,-6000000.0,0.022,550.0,1.0,0.174746,0.1634945,0,620000000.0,0.0125
361,361,2025/06/11 13:50:56,0.78,0.0,1.0,0.033,1.5,46.0,0.0,0.48,0.009000000000000001,b'250610_dmd0_dense_compensation_pinning_0.48_1.0_8_30k.pkl',100000.0,b'250610_dmd1_countersink_0.625_0.750_12_15k.pkl',200.0,4.9999999999999996e-06,10.0,0.009380000000000001,0.0125,1.3,0.2,0.05,854000000.0,0.0,0.0,0.0,0.0024,0.7,0.018000000000000002,2.5,0.03,0.0,0.975,932600000.0,0.0,450000000.0,228200000.0,0.3,0.0,-1.4999999999999999e-05,0.0,0.0,500.0,450000000.0,773000000.0,0.1,590.0,9.999999999999999e-06,2.9999999999999997e-05,0.0125,0.03,0.001,0.02,0.0,0.029,0,1.0,93.0,0.005,0.0,0.02,-6000000.0,0.022,550.0,1.0,0.174746,0.1634945,0,620000000.0,0.0125
362,362,2025/06/11 13:51:13,0.78,0.0,1.0,0.033,1.5,47.0,0.0,0.48,0.009000000000000001,b'250610_dmd0_dense_compensation_pinning_0.48_1.0_8_30k.pkl',100000.0,b'250610_dmd1_countersink_0.625_0.750_12_15k.pkl',200.0,4.9999999999999996e-06,10.0,0.009380000000000001,0.0125,1.3,0.2,0.05,854000000.0,0.0,0.0,0.0,0.0024,0.7,0.018000000000000002,2.5,0.03,0.0,0.975,932600000.0,0.0,450000000.0,228200000.0,0.3,0.0,-1.4999999999999999e-05,0.0,0.0,500.0,527000000.0,773000000.0,0.1,590.0,9.999999999999999e-06,2.9999999999999997e-05,0.0125,0.03,0.001,0.02,0.0,0.029,0,2.0,93.0,0.005,0.0,0.02,-6000000.0,0.022,550.0,1.0,0.174746,0.1634945,0,620000000.0,0.0125
363,363,2025/06/11 13:51:30,0.78,0.0,1.0,0.033,1.5,48.0,0.0,0.48,0.009000000000000001,b'250610_dmd0_dense_compensation_pinning_0.48_1.0_8_30k.pkl',100000.0,b'250610_dmd1_countersink_0.625_0.750_12_15k.pkl',200.0,4.9999999999999996e-06,10.0,0.009380000000000001,0.0125,1.3,0.2,0.05,854000000.0,0.0,0.0,0.0,0.0024,0.7,0.018000000000000002,2.5,0.03,0.0,0.975,932600000.0,0.0,450000000.0,228200000.0,0.3,0.0,-1.4999999999999999e-05,0.0,0.0,500.0,450000000.0,773000000.0,0.1,590.0,9.999999999999999e-06,2.9999999999999997e-05,0.0125,0.03,0.001,0.02,0.0,0.029,0,1.0,93.0,0.005,0.0,0.02,-6000000.0,0.022,550.0,1.0,0.174746,0.1634945,0,620000000.0,0.0125
364,364,2025/06/11 13:51:47,0.78,0.0,1.0,0.033,1.5,49.0,0.0,0.48,0.009000000000000001,b'250610_dmd0_dense_compensation_pinning_0.48_1.0_8_30k.pkl',100000.0,b'250610_dmd1_countersink_0.625_0.750_12_15k.pkl',200.0,4.9999999999999996e-06,10.0,0.009380000000000001,0.0125,1.3,0.2,0.05,854000000.0,0.0,0.0,0.0,0.0024,0.7,0.018000000000000002,2.5,0.03,0.0,0.975,932600000.0,0.0,450000000.0,228200000.0,0.3,0.0,-1.4999999999999999e-05,0.0,0.0,500.0,527000000.0,773000000.0,0.1,590.0,9.999999999999999e-06,2.9999999999999997e-05,0.0125,0.03,0.001,0.02,0.0,0.029,0,2.0,93.0,0.005,0.0,0.02,-6000000.0,0.022,550.0,1.0,0.174746,0.1634945,0,620000000.0,0.0125
365,365,2025/06/11 13:52:04,0.78,0.0,1.0,0.033,1.5,50.0,0.0,0.48,0.009000000000000001,b'250610_dmd0_dense_compensation_pinning_0.48_1.0_8_30k.pkl',100000.0,b'250610_dmd1_countersink_0.625_0.750_12_15k.pkl',200.0,4.9999999999999996e-06,10.0,0.009380000000000001,0.0125,1.3,0.2,0.05,854000000.0,0.0,0.0,0.0,0.0024,0.7,0.018000000000000002,2.5,0.03,0.0,0.975,932600000.0,0.0,450000000.0,228200000.0,0.3,0.0,-1.4999999999999999e-05,0.0,0.0,500.0,450000000.0,773000000.0,0.1,590.0,9.999999999999999e-06,2.9999999999999997e-05,0.0125,0.03,0.001,0.02,0.0,0.029,0,1.0,93.0,0.005,0.0,0.02,-6000000.0,0.022,550.0,1.0,0.174746,0.1634945,0,620000000.0,0.0125
366,366,2025/06/11 13:52:21,0.78,0.0,1.0,0.033,1.5,51.0,0.0,0.48,0.009000000000000001,b'250610_dmd0_dense_compensation_pinning_0.48_1.0_8_30k.pkl',100000.0,b'250610_dmd1_countersink_0.625_0.750_12_15k.pkl',200.0,4.9999999999999996e-06,10.0,0.009380000000000001,0.0125,1.3,0.2,0.05,854000000.0,0.0,0.0,0.0,0.0024,0.7,0.018000000000000002,2.5,0.03,0.0,0.975,932600000.0,0.0,450000000.0,228200000.0,0.3,0.0,-1.4999999999999999e-05,0.0,0.0,500.0,527000000.0,773000000.0,0.1,590.0,9.999999999999999e-06,2.9999999999999997e-05,0.0125,0.03,0.001,0.02,0.0,0.029,0,2.0,93.0,0.005,0.0,0.02,-6000000.0,0.022,550.0,1.0,0.174746,0.1634945,0,620000000.0,0.0125
367,367,2025/06/11 13:52:38,0.78,0.0,1.0,0.033,1.5,52.0,0.0,0.48,0.009000000000000001,b'250610_dmd0_dense_compensation_pinning_0.48_1.0_8_30k.pkl',100000.0,b'250610_dmd1_countersink_0.625_0.750_12_15k.pkl',200.0,4.9999999999999996e-06,10.0,0.009380000000000001,0.0125,1.3,0.2,0.05,854000000.0,0.0,0.0,0.0,0.0024,0.7,0.018000000000000002,2.5,0.03,0.0,0.975,932600000.0,0.0,450000000.0,228200000.0,0.3,0.0,-1.4999999999999999e-05,0.0,0.0,500.0,450000000.0,773000000.0,0.1,590.0,9.999999999999999e-06,2.9999999999999997e-05,0.0125,0.03,0.001,0.02,0.0,0.029,0,1.0,93.0,0.005,0.0,0.02,-6000000.0,0.022,550.0,1.0,0.174746,0.1634945,0,620000000.0,0.0125
368,368,2025/06/11 13:52:55,0.78,0.0,1.0,0.033,1.5,53.0,0.0,0.48,0.009000000000000001,b'250610_dmd0_dense_compensation_pinning_0.48_1.0_8_30k.pkl',100000.0,b'250610_dmd1_countersink_0.625_0.750_12_15k.pkl',200.0,4.9999999999999996e-06,10.0,0.009380000000000001,0.0125,1.3,0.2,0.05,854000000.0,0.0,0.0,0.0,0.0024,0.7,0.018000000000000002,2.5,0.03,0.0,0.975,932600000.0,0.0,450000000.0,228200000.0,0.3,0.0,-1.4999999999999999e-05,0.0,0.0,500.0,527000000.0,773000000.0,0.1,590.0,9.999999999999999e-06,2.9999999999999997e-05,0.0125,0.03,0.001,0.02,0.0,0.029,0,2.0,93.0,0.005,0.0,0.02,-6000000.0,0.022,550.0,1.0,0.174746,0.1634945,0,620000000.0,0.0125
369,369,2025/06/11 13:53:13,0.78,0.0,1.0,0.033,1.5,54.0,0.0,0.48,0.009000000000000001,b'250610_dmd0_dense_compensation_pinning_0.48_1.0_8_30k.pkl',100000.0,b'250610_dmd1_countersink_0.625_0.750_12_15k.pkl',200.0,4.9999999999999996e-06,10.0,0.009380000000000001,0.0125,1.3,0.2,0.05,854000000.0,0.0,0.0,0.0,0.0026000000000000003,0.0,0.018000000000000002,2.5,0.03,0.0,0.975,932600000.0,0.0,450000000.0,228200000.0,0.3,0.0,-1.4999999999999999e-05,0.0,0.0,500.0,300000000.0,773000000.0,0.1,590.0,9.999999999999999e-06,2.9999999999999997e-05,0.0125,0.03,0.001,0.02,0.0,0.029,0,0.0,93.0,0.005,0.0,0.02,-6000000.0,0.022,550.0,1.0,0.174746,0.1634945,0,620000000.0,0.0125
370,370,2025/06/11 13:53:30,0.78,0.0,1.0,0.033,1.5,55.0,0.0,0.48,0.009000000000000001,b'250610_dmd0_dense_compensation_pinning_0.48_1.0_8_30k.pkl',100000.0,b'250610_dmd1_countersink_0.625_0.750_12_15k.pkl',200.0,4.9999999999999996e-06,10.0,0.009380000000000001,0.0125,1.3,0.2,0.05,854000000.0,0.0,0.0,0.0,0.0026000000000000003,0.7,0.018000000000000002,2.5,0.03,0.0,0.975,932600000.0,0.0,450000000.0,228200000.0,0.3,0.0,-1.4999999999999999e-05,0.0,0.0,500.0,527000000.0,773000000.0,0.1,590.0,9.999999999999999e-06,2.9999999999999997e-05,0.0125,0.03,0.001,0.02,0.0,0.029,0,2.0,93.0,0.005,0.0,0.02,-6000000.0,0.022,550.0,1.0,0.174746,0.1634945,0,620000000.0,0.0125
371,371,2025/06/11 13:53:47,0.78,0.0,1.0,0.033,1.5,56.0,0.0,0.48,0.009000000000000001,b'250610_dmd0_dense_compensation_pinning_0.48_1.0_8_30k.pkl',100000.0,b'250610_dmd1_countersink_0.625_0.750_12_15k.pkl',200.0,4.9999999999999996e-06,10.0,0.009380000000000001,0.0125,1.3,0.2,0.05,854000000.0,0.0,0.0,0.0,0.0026000000000000003,0.7,0.018000000000000002,2.5,0.03,0.0,0.975,932600000.0,0.0,450000000.0,228200000.0,0.3,0.0,-1.4999999999999999e-05,0.0,0.0,500.0,450000000.0,773000000.0,0.1,590.0,9.999999999999999e-06,2.9999999999999997e-05,0.0125,0.03,0.001,0.02,0.0,0.029,0,1.0,93.0,0.005,0.0,0.02,-6000000.0,0.022,550.0,1.0,0.174746,0.1634945,0,620000000.0,0.0125
372,372,2025/06/11 13:54:04,0.78,0.0,1.0,0.033,1.5,57.0,0.0,0.48,0.009000000000000001,b'250610_dmd0_dense_compensation_pinning_0.48_1.0_8_30k.pkl',100000.0,b'250610_dmd1_countersink_0.625_0.750_12_15k.pkl',200.0,4.9999999999999996e-06,10.0,0.009380000000000001,0.0125,1.3,0.2,0.05,854000000.0,0.0,0.0,0.0,0.0026000000000000003,0.7,0.018000000000000002,2.5,0.03,0.0,0.975,932600000.0,0.0,450000000.0,228200000.0,0.3,0.0,-1.4999999999999999e-05,0.0,0.0,500.0,527000000.0,773000000.0,0.1,590.0,9.999999999999999e-06,2.9999999999999997e-05,0.0125,0.03,0.001,0.02,0.0,0.029,0,2.0,93.0,0.005,0.0,0.02,-6000000.0,0.022,550.0,1.0,0.174746,0.1634945,0,620000000.0,0.0125
373,373,2025/06/11 13:54:21,0.78,0.0,1.0,0.033,1.5,58.0,0.0,0.48,0.009000000000000001,b'250610_dmd0_dense_compensation_pinning_0.48_1.0_8_30k.pkl',100000.0,b'250610_dmd1_countersink_0.625_0.750_12_15k.pkl',200.0,4.9999999999999996e-06,10.0,0.009380000000000001,0.0125,1.3,0.2,0.05,854000000.0,0.0,0.0,0.0,0.0026000000000000003,0.7,0.018000000000000002,2.5,0.03,0.0,0.975,932600000.0,0.0,450000000.0,228200000.0,0.3,0.0,-1.4999999999999999e-05,0.0,0.0,500.0,450000000.0,773000000.0,0.1,590.0,9.999999999999999e-06,2.9999999999999997e-05,0.0125,0.03,0.001,0.02,0.0,0.029,0,1.0,93.0,0.005,0.0,0.02,-6000000.0,0.022,550.0,1.0,0.174746,0.1634945,0,620000000.0,0.0125
374,374,2025/06/11 13:54:38,0.78,0.0,1.0,0.033,1.5,59.0,0.0,0.48,0.009000000000000001,b'250610_dmd0_dense_compensation_pinning_0.48_1.0_8_30k.pkl',100000.0,b'250610_dmd1_countersink_0.625_0.750_12_15k.pkl',200.0,4.9999999999999996e-06,10.0,0.009380000000000001,0.0125,1.3,0.2,0.05,854000000.0,0.0,0.0,0.0,0.0026000000000000003,0.7,0.018000000000000002,2.5,0.03,0.0,0.975,932600000.0,0.0,450000000.0,228200000.0,0.3,0.0,-1.4999999999999999e-05,0.0,0.0,500.0,527000000.0,773000000.0,0.1,590.0,9.999999999999999e-06,2.9999999999999997e-05,0.0125,0.03,0.001,0.02,0.0,0.029,0,2.0,93.0,0.005,0.0,0.02,-6000000.0,0.022,550.0,1.0,0.174746,0.1634945,0,620000000.0,0.0125
375,375,2025/06/11 13:54:56,0.78,0.0,1.0,0.033,1.5,60.0,0.0,0.48,0.009000000000000001,b'250610_dmd0_dense_compensation_pinning_0.48_1.0_8_30k.pkl',100000.0,b'250610_dmd1_countersink_0.625_0.750_12_15k.pkl',200.0,4.9999999999999996e-06,10.0,0.009380000000000001,0.0125,1.3,0.2,0.05,854000000.0,0.0,0.0,0.0,0.0026000000000000003,0.7,0.018000000000000002,2.5,0.03,0.0,0.975,932600000.0,0.0,450000000.0,228200000.0,0.3,0.0,-1.4999999999999999e-05,0.0,0.0,500.0,450000000.0,773000000.0,0.1,590.0,9.999999999999999e-06,2.9999999999999997e-05,0.0125,0.03,0.001,0.02,0.0,0.029,0,1.0,93.0,0.005,0.0,0.02,-6000000.0,0.022,550.0,1.0,0.174746,0.1634945,0,620000000.0,0.0125
376,376,2025/06/11 13:55:13,0.78,0.0,1.0,0.033,1.5,61.0,0.0,0.48,0.009000000000000001,b'250610_dmd0_dense_compensation_pinning_0.48_1.0_8_30k.pkl',100000.0,b'250610_dmd1_countersink_0.625_0.750_12_15k.pkl',200.0,4.9999999999999996e-06,10.0,0.009380000000000001,0.0125,1.3,0.2,0.05,854000000.0,0.0,0.0,0.0,0.0026000000000000003,0.7,0.018000000000000002,2.5,0.03,0.0,0.975,932600000.0,0.0,450000000.0,228200000.0,0.3,0.0,-1.4999999999999999e-05,0.0,0.0,500.0,527000000.0,773000000.0,0.1,590.0,9.999999999999999e-06,2.9999999999999997e-05,0.0125,0.03,0.001,0.02,0.0,0.029,0,2.0,93.0,0.005,0.0,0.02,-6000000.0,0.022,550.0,1.0,0.174746,0.1634945,0,620000000.0,0.0125
377,377,2025/06/11 13:55:30,0.78,0.0,1.0,0.033,1.5,62.0,0.0,0.48,0.009000000000000001,b'250610_dmd0_dense_compensation_pinning_0.48_1.0_8_30k.pkl',100000.0,b'250610_dmd1_countersink_0.625_0.750_12_15k.pkl',200.0,4.9999999999999996e-06,10.0,0.009380000000000001,0.0125,1.3,0.2,0.05,854000000.0,0.0,0.0,0.0,0.0026000000000000003,0.7,0.018000000000000002,2.5,0.03,0.0,0.975,932600000.0,0.0,450000000.0,228200000.0,0.3,0.0,-1.4999999999999999e-05,0.0,0.0,500.0,450000000.0,773000000.0,0.1,590.0,9.999999999999999e-06,2.9999999999999997e-05,0.0125,0.03,0.001,0.02,0.0,0.029,0,1.0,93.0,0.005,0.0,0.02,-6000000.0,0.022,550.0,1.0,0.174746,0.1634945,0,620000000.0,0.0125
378,378,2025/06/11 13:55:47,0.78,0.0,1.0,0.033,1.5,0.0,0.0,0.48,0.009000000000000001,b'250610_dmd0_dense_compensation_pinning_0.48_1.0_8_30k.pkl',100000.0,b'250610_dmd1_countersink_0.625_0.750_12_15k.pkl',200.0,4.9999999999999996e-06,10.0,0.009380000000000001,0.0125,1.3,0.2,0.05,854000000.0,0.0,0.0,0.0,0.0014,0.0,0.018000000000000002,2.5,0.03,0.0,0.975,932600000.0,0.0,450000000.0,228200000.0,0.3,0.0,-1.4999999999999999e-05,0.0,0.0,500.0,300000000.0,773000000.0,0.1,590.0,9.999999999999999e-06,2.9999999999999997e-05,0.0125,0.03,0.001,0.02,0.0,0.029,0,0.0,93.0,0.005,0.0,0.02,-6000000.0,0.022,550.0,1.0,0.174746,0.1634945,0,620000000.0,0.0125
